Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Group,Visibility_Group
FDL56,14.1,Low Fat,0.126,Fruits and Vegetables,86.42,OUT045,2002,,Tier 2,Supermarket Type1,1133.8574,Perisable,High Visibility
FDF14,7.55,Low Fat,0.0272,Canned,152.334,OUT035,2004,Small,Tier 2,Supermarket Type1,2603.278,Non-Perisable,Low Visibilty
NCD06,13,Low Fat,0.0993,Household,45.406,OUT046,1997,Small,Tier 1,Supermarket Type1,605.878,Household,Low Visibilty
FDB35,12.3,Regular,0.0646,Starchy Foods,92.98,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884,Non-Perisable,Low Visibilty
NCR38,17.25,Low Fat,0.1137,Household,251.372,OUT045,2002,,Tier 2,Supermarket Type1,6795.1548,Household,High Visibility
NCR18,15.85,Low Fat,0.0206,Household,42.711,OUT017,2007,,Tier 2,Supermarket Type1,639.168,Household,Low Visibilty
NCU41,18.85,Low Fat,0.052,Health and Hygiene,192.185,OUT035,2004,Small,Tier 2,Supermarket Type1,3248.4382,Household,Low Visibilty
FDY56,16.35,Regular,0.0628,Fruits and Vegetables,227.606,OUT017,2007,,Tier 2,Supermarket Type1,7222.5984,Perisable,Low Visibilty
DRJ51,14.1,Low Fat,0.088,Dairy,229.067,OUT035,2004,Small,Tier 2,Supermarket Type1,3225.1352,Perisable,Low Visibilty
FDK21,7.91,Low Fat,0.01,Snack Foods,249.041,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.112,Non-Perisable,Low Visibilty
FDY25,12,Low Fat,0.0339,Canned,179.398,OUT013,1987,High,Tier 3,Supermarket Type1,3440.8544,Non-Perisable,Low Visibilty
FDU44,12.15,Regular,0.0584,Fruits and Vegetables,163.455,OUT035,2004,Small,Tier 2,Supermarket Type1,974.7312,Perisable,Low Visibilty
FDL43,10.1,Low Fat,0.0271,Meat,75.367,OUT049,1999,Medium,Tier 1,Supermarket Type1,535.969,Perisable,Low Visibilty
FDF05,17.5,Low Fat,0.027,Frozen Foods,262.491,OUT017,2007,,Tier 2,Supermarket Type1,5259.82,Non-Perisable,Low Visibilty
FDL20,17.1,Low Fat,0.1289,Fruits and Vegetables,112.389,OUT018,2009,Medium,Tier 3,Supermarket Type2,1779.0176,Perisable,High Visibility
FDV32,7.79,Low Fat,0.0888,Fruits and Vegetables,61.451,OUT049,1999,Medium,Tier 1,Supermarket Type1,759.012,Perisable,Low Visibilty
FDJ34,11.8,Regular,0.0936,Snack Foods,125.97,OUT013,1987,High,Tier 3,Supermarket Type1,1877.556,Non-Perisable,Low Visibilty
FDG08,13.15,Regular,0.1657,Fruits and Vegetables,171.876,OUT045,2002,,Tier 2,Supermarket Type1,3779.0808,Perisable,High Visibility
FDW13,8.5,Low Fat,0.0984,Canned,51.132,OUT017,2007,,Tier 2,Supermarket Type1,259.662,Non-Perisable,Low Visibilty
NCI17,8.65,Low Fat,0.1433,Health and Hygiene,96.341,OUT013,1987,High,Tier 3,Supermarket Type1,193.082,Household,High Visibility
FDY03,17.6,Regular,0.0763,Meat,110.92,OUT045,2002,,Tier 2,Supermarket Type1,1687.803,Perisable,Low Visibilty
FDS12,9.1,Low Fat,0.1751,Baking Goods,127.536,OUT017,2007,,Tier 2,Supermarket Type1,4655.9394,Perisable,High Visibility
FDJ55,12.8,Regular,0.0235,Meat,225.94,OUT013,1987,High,Tier 3,Supermarket Type1,4950.8888,Perisable,Low Visibilty
DRK01,7.63,Low Fat,0.0611,Soft Drinks,95.444,OUT035,2004,Small,Tier 2,Supermarket Type1,1418.154,Drinks,Low Visibilty
FDG28,9.29,Regular,0.0496,Frozen Foods,246.414,OUT017,2007,,Tier 2,Supermarket Type1,1225.072,Non-Perisable,Low Visibilty
FDY38,13.6,Regular,0.1194,Dairy,231.03,OUT045,2002,,Tier 2,Supermarket Type1,5359.69,Perisable,High Visibility
FDN01,8.9,Low Fat,0.0725,Breakfast,176.237,OUT045,2002,,Tier 2,Supermarket Type1,1764.37,Non-Perisable,Low Visibilty
NCR54,16.35,Low Fat,0.0905,Household,195.211,OUT013,1987,High,Tier 3,Supermarket Type1,2553.343,Household,Low Visibilty
FDG29,17.6,Low Fat,0.0562,Frozen Foods,43.345,OUT013,1987,High,Tier 3,Supermarket Type1,1006.6896,Non-Perisable,Low Visibilty
FDG24,7.98,Low Fat,0.0146,Baking Goods,85.225,OUT013,1987,High,Tier 3,Supermarket Type1,1081.925,Perisable,Low Visibilty
FDG59,15.85,Low Fat,0.0435,Starchy Foods,36.716,OUT017,2007,,Tier 2,Supermarket Type1,308.9312,Non-Perisable,Low Visibilty
FDM28,15.7,Low Fat,0.0452,Frozen Foods,178.666,OUT013,1987,High,Tier 3,Supermarket Type1,2516.724,Non-Perisable,Low Visibilty
FDW04,8.99,Regular,0.0578,Frozen Foods,128.831,OUT046,1997,Small,Tier 1,Supermarket Type1,1428.141,Non-Perisable,Low Visibilty
FDS26,20.35,Low Fat,0.0894,Dairy,260.159,OUT013,1987,High,Tier 3,Supermarket Type1,2093.2752,Perisable,Low Visibilty
FDQ56,6.59,Low Fat,0.1055,Fruits and Vegetables,85.691,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884,Perisable,High Visibility
FDK51,19.85,Low Fat,0.0052,Dairy,264.088,OUT035,2004,Small,Tier 2,Supermarket Type1,5829.7448,Perisable,Low Visibilty
FDL22,16.85,Low Fat,0.0364,Snack Foods,91.449,OUT046,1997,Small,Tier 1,Supermarket Type1,2082.6224,Non-Perisable,Low Visibilty
FDY55,16.75,Low Fat,0.0813,Fruits and Vegetables,256.499,OUT013,1987,High,Tier 3,Supermarket Type1,7452.9652,Perisable,Low Visibilty
FDY03,17.6,Regular,0.0766,Meat,110.52,OUT017,2007,,Tier 2,Supermarket Type1,450.0808,Perisable,Low Visibilty
FDK21,7.91,Low Fat,0.0168,Snack Foods,250.441,OUT010,1998,,Tier 3,Grocery Store,500.6816,Non-Perisable,Low Visibilty
FDZ32,7.79,Regular,0.0383,Fruits and Vegetables,103.196,OUT018,2009,Medium,Tier 3,Supermarket Type2,736.3748,Perisable,Low Visibilty
NCZ18,7.83,Low Fat,0.186,Household,253.07,OUT035,2004,Small,Tier 2,Supermarket Type1,6088.0752,Household,High Visibility
DRE49,20.75,Low Fat,0.0214,Soft Drinks,153.002,OUT017,2007,,Tier 2,Supermarket Type1,2277.036,Drinks,Low Visibilty
FDT39,6.26,Regular,0.0099,Meat,151.137,OUT035,2004,Small,Tier 2,Supermarket Type1,2267.049,Perisable,Low Visibilty
FDE08,18.2,Low Fat,0.0826,Fruits and Vegetables,147.373,OUT010,1998,,Tier 3,Grocery Store,296.9468,Perisable,Low Visibilty
NCD06,13,Low Fat,0.0997,Household,46.306,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.272,Household,Low Visibilty
FDB57,20.25,Regular,0.0188,Fruits and Vegetables,222.177,OUT035,2004,Small,Tier 2,Supermarket Type1,5559.43,Perisable,Low Visibilty
NCT54,8.7,Low Fat,0.1197,Household,95.509,OUT049,1999,Medium,Tier 1,Supermarket Type1,1237.7222,Household,High Visibility
DRF49,7.27,Low Fat,0.0712,Soft Drinks,113.552,OUT045,2002,,Tier 2,Supermarket Type1,569.259,Drinks,Low Visibilty
FDF20,12.85,low fat,0.0333,Fruits and Vegetables,198.477,OUT045,2002,,Tier 2,Supermarket Type1,1379.5376,Perisable,Low Visibilty
FDH27,7.08,Low Fat,0.0586,Dairy,142.713,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.5664,Perisable,Low Visibilty
FDY59,8.2,Low Fat,0.0315,Baking Goods,94.346,OUT049,1999,Medium,Tier 1,Supermarket Type1,925.462,Perisable,Low Visibilty
FDK36,7.09,Low Fat,0.0072,Baking Goods,47.903,OUT035,2004,Small,Tier 2,Supermarket Type1,583.2408,Perisable,Low Visibilty
NCM31,6.1,Low Fat,0.0812,Others,141.415,OUT046,1997,Small,Tier 1,Supermarket Type1,1418.154,Non-Perisable,Low Visibilty
FDE33,19.35,Regular,0.0499,Fruits and Vegetables,80.264,OUT017,2007,,Tier 2,Supermarket Type1,942.7728,Perisable,Low Visibilty
FDU36,6.15,Low Fat,0.0463,Baking Goods,99.338,OUT046,1997,Small,Tier 1,Supermarket Type1,2364.9216,Perisable,Low Visibilty
NCQ54,17.7,Low Fat,0.0125,Household,167.047,OUT035,2004,Small,Tier 2,Supermarket Type1,5895.659,Household,Low Visibilty
FDO23,17.85,Low Fat,0.147,Breads,93.744,OUT018,2009,Medium,Tier 3,Supermarket Type2,1134.5232,Perisable,High Visibility
DRE60,9.4,Low Fat,0.1597,Soft Drinks,224.972,OUT045,2002,,Tier 2,Supermarket Type1,7696.648,Drinks,High Visibility
DRP47,15.75,Low Fat,0.1414,Hard Drinks,250.538,OUT017,2007,,Tier 2,Supermarket Type1,2775.7202,Drinks,High Visibility
FDB21,7.48,Low Fat,0.1488,Fruits and Vegetables,241.285,OUT045,2002,,Tier 2,Supermarket Type1,5317.0788,Perisable,High Visibility
FDR04,7.08,Low Fat,0,Frozen Foods,98.007,OUT018,2009,Medium,Tier 3,Supermarket Type2,874.8612,Non-Perisable,Unknown
FDX23,6.45,Low Fat,0.0297,Baking Goods,92.644,OUT046,1997,Small,Tier 1,Supermarket Type1,1039.9796,Perisable,Low Visibilty
FDX19,19.1,Low Fat,0.0967,Fruits and Vegetables,235.096,OUT035,2004,Small,Tier 2,Supermarket Type1,3038.0454,Perisable,Low Visibilty
FDD40,20.25,Regular,0.0148,Dairy,193.616,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.324,Perisable,Low Visibilty
FDA01,15,Regular,0.0544,Canned,59.19,OUT046,1997,Small,Tier 1,Supermarket Type1,527.3136,Non-Perisable,Low Visibilty
FDS33,6.67,Regular,0.1234,Snack Foods,89.151,OUT046,1997,Small,Tier 1,Supermarket Type1,2390.8878,Non-Perisable,High Visibility
FDB29,16.7,Regular,0.0524,Frozen Foods,112.718,OUT013,1987,High,Tier 3,Supermarket Type1,801.6232,Non-Perisable,Low Visibilty
FDF46,7.07,Low Fat,0.0939,Snack Foods,115.583,OUT045,2002,,Tier 2,Supermarket Type1,1267.0174,Non-Perisable,Low Visibilty
FDA33,6.48,Low Fat,0.034,Snack Foods,148.008,OUT045,2002,,Tier 2,Supermarket Type1,886.8456,Non-Perisable,Low Visibilty
FDC08,19,Regular,0.1732,Fruits and Vegetables,228.272,OUT010,1998,,Tier 3,Grocery Store,452.744,Perisable,High Visibility
FDB53,13.35,Low Fat,0.1397,Frozen Foods,147.539,OUT045,2002,,Tier 2,Supermarket Type1,3877.6192,Non-Perisable,High Visibility
FDX36,9.7,Regular,0.1285,Baking Goods,223.94,OUT049,1999,Medium,Tier 1,Supermarket Type1,4950.8888,Perisable,High Visibility
DRD13,15,Low Fat,0.0494,Soft Drinks,62.617,OUT017,2007,,Tier 2,Supermarket Type1,958.752,Drinks,Low Visibilty
FDC52,11.15,Regular,0.0083,Dairy,149.971,OUT017,2007,,Tier 2,Supermarket Type1,1956.1204,Perisable,Low Visibilty
FDB45,20.85,Low Fat,0.0214,Fruits and Vegetables,103.231,OUT049,1999,Medium,Tier 1,Supermarket Type1,2404.2038,Perisable,Low Visibilty
NCK19,9.8,Low Fat,0.1514,Others,194.348,OUT010,1998,,Tier 3,Grocery Store,387.4956,Non-Perisable,High Visibility
FDV51,16.35,Low Fat,0.0325,Meat,165.084,OUT013,1987,High,Tier 3,Supermarket Type1,994.7052,Perisable,Low Visibilty
FDZ35,9.6,Regular,0.0223,Breads,101.299,OUT045,2002,,Tier 2,Supermarket Type1,1754.383,Perisable,Low Visibilty
FDV59,13.35,Low Fat,0.0481,Breads,216.717,OUT045,2002,,Tier 2,Supermarket Type1,3918.8988,Perisable,Low Visibilty
DRH39,20.7,Low Fat,0.0926,Dairy,76.367,OUT013,1987,High,Tier 3,Supermarket Type1,306.268,Perisable,Low Visibilty
FDU55,16.2,Low Fat,0.036,Fruits and Vegetables,260.628,OUT045,2002,,Tier 2,Supermarket Type1,4425.5726,Perisable,Low Visibilty
NCO43,5.5,Low Fat,0.0471,Others,101.302,OUT046,1997,Small,Tier 1,Supermarket Type1,3339.6528,Non-Perisable,Low Visibilty
FDQ07,15.1,Regular,0.0876,Fruits and Vegetables,221.746,OUT045,2002,,Tier 2,Supermarket Type1,6410.3224,Perisable,Low Visibilty
FDF28,15.7,Regular,0.0381,Frozen Foods,122.905,OUT017,2007,,Tier 2,Supermarket Type1,1992.0736,Non-Perisable,Low Visibilty
FDM01,7.9,Regular,0.0951,Breakfast,104.433,OUT017,2007,,Tier 2,Supermarket Type1,2870.9296,Non-Perisable,Low Visibilty
FDR24,17.35,Regular,0.0628,Baking Goods,88.183,OUT013,1987,High,Tier 3,Supermarket Type1,539.298,Perisable,Low Visibilty
NCY18,7.29,Low Fat,0.0311,Household,174.305,OUT013,1987,High,Tier 3,Supermarket Type1,4377.635,Household,Low Visibilty
NCY30,20.25,Low Fat,0.026,Household,180.998,OUT045,2002,,Tier 2,Supermarket Type1,2716.464,Household,Low Visibilty
DRI37,15.85,Low Fat,0.1078,Soft Drinks,59.59,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.0848,Drinks,High Visibility
FDL27,6.17,Low Fat,0.0106,Meat,66.383,OUT049,1999,Medium,Tier 1,Supermarket Type1,1937.478,Perisable,Low Visibilty
NCO30,19.5,Low Fat,0.0157,Household,182.261,OUT049,1999,Medium,Tier 1,Supermarket Type1,3307.6944,Household,Low Visibilty
NCB07,19.2,Low Fat,0.0776,Household,197.611,OUT049,1999,Medium,Tier 1,Supermarket Type1,3142.576,Household,Low Visibilty
FDX25,16.7,Low Fat,0,Canned,181.229,OUT018,2009,Medium,Tier 3,Supermarket Type2,2554.0088,Non-Perisable,Unknown
FDP59,20.85,Regular,0.0567,Breads,104.065,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.5664,Perisable,Low Visibilty
FDR59,14.5,Regular,0.064,Breads,260.459,OUT045,2002,,Tier 2,Supermarket Type1,5494.8474,Perisable,Low Visibilty
FDT27,11.4,Regular,0.0695,Meat,233.162,OUT013,1987,High,Tier 3,Supermarket Type1,6093.4016,Perisable,Low Visibilty
DRI01,7.97,Low Fat,0.0345,Soft Drinks,174.042,OUT046,1997,Small,Tier 1,Supermarket Type1,2586.633,Drinks,Low Visibilty
FDU09,7.71,Regular,0.0667,Snack Foods,55.296,OUT049,1999,Medium,Tier 1,Supermarket Type1,1255.6988,Non-Perisable,Low Visibilty
FDH26,19.25,Regular,0.0347,Canned,141.75,OUT046,1997,Small,Tier 1,Supermarket Type1,4093.3384,Non-Perisable,Low Visibilty
FDH27,7.08,Low Fat,0.0583,Dairy,142.213,OUT046,1997,Small,Tier 1,Supermarket Type1,3163.8816,Perisable,Low Visibilty
FDH40,11.6,Regular,0.0789,Frozen Foods,79.928,OUT046,1997,Small,Tier 1,Supermarket Type1,1137.1864,Non-Perisable,Low Visibilty
DRN47,12.1,Low Fat,0.0169,Hard Drinks,178.566,OUT018,2009,Medium,Tier 3,Supermarket Type2,898.83,Drinks,Low Visibilty
NCO17,10,Low Fat,0.0734,Health and Hygiene,118.244,OUT046,1997,Small,Tier 1,Supermarket Type1,2756.412,Household,Low Visibilty
FDX60,14.35,Low Fat,0.0808,Baking Goods,81.896,OUT045,2002,,Tier 2,Supermarket Type1,878.856,Perisable,Low Visibilty
FDT22,10.4,Low Fat,0.1123,Snack Foods,58.222,OUT049,1999,Medium,Tier 1,Supermarket Type1,659.142,Non-Perisable,High Visibility
FDG45,8.1,Low Fat,0.1279,Fruits and Vegetables,211.49,OUT013,1987,High,Tier 3,Supermarket Type1,3610.6334,Perisable,High Visibility
FDD44,8.05,Regular,0.0784,Fruits and Vegetables,256.465,OUT035,2004,Small,Tier 2,Supermarket Type1,5153.292,Perisable,Low Visibilty
FDS15,9.2,Regular,0.0785,Meat,108.76,OUT017,2007,,Tier 2,Supermarket Type1,2588.6304,Perisable,Low Visibilty
FDL51,20.7,Regular,0.0477,Dairy,212.588,OUT018,2009,Medium,Tier 3,Supermarket Type2,1286.3256,Perisable,Low Visibilty
FDL32,15.7,Regular,0.1232,Fruits and Vegetables,110.154,OUT017,2007,,Tier 2,Supermarket Type1,1230.3984,Perisable,High Visibility
NCA54,16.5,Low Fat,0.0367,Household,180.032,OUT045,2002,,Tier 2,Supermarket Type1,3969.4996,Household,Low Visibilty
FDX09,9,Low Fat,0.0652,Snack Foods,176.437,OUT035,2004,Small,Tier 2,Supermarket Type1,7763.228,Non-Perisable,Low Visibilty
FDO51,6.79,Regular,0.0419,Meat,41.211,OUT013,1987,High,Tier 3,Supermarket Type1,809.6128,Perisable,Low Visibilty
FDW49,19.5,Low Fat,0.0829,Canned,178.6,OUT018,2009,Medium,Tier 3,Supermarket Type2,1253.7014,Non-Perisable,Low Visibilty
FDB27,7.58,Low Fat,0.0554,Dairy,195.277,OUT046,1997,Small,Tier 1,Supermarket Type1,5715.2272,Perisable,Low Visibilty
FDF45,18.2,Regular,0.0122,Fruits and Vegetables,57.79,OUT013,1987,High,Tier 3,Supermarket Type1,1464.76,Perisable,Low Visibilty
FDV02,16.75,Low Fat,0.0605,Dairy,169.811,OUT013,1987,High,Tier 3,Supermarket Type1,3251.1014,Perisable,Low Visibilty
FDY28,7.47,Regular,0,Frozen Foods,214.322,OUT035,2004,Small,Tier 2,Supermarket Type1,4274.436,Non-Perisable,Unknown
FDP51,13.85,Regular,0.0856,Meat,119.412,OUT018,2009,Medium,Tier 3,Supermarket Type2,2251.7356,Perisable,Low Visibilty
FDL52,6.64,Regular,0.0464,Frozen Foods,37.451,OUT017,2007,,Tier 2,Supermarket Type1,1176.4686,Non-Perisable,Low Visibilty
FDR44,6.11,Regular,0.1029,Fruits and Vegetables,130.497,OUT046,1997,Small,Tier 1,Supermarket Type1,3523.4136,Perisable,High Visibility
FDB34,15.25,Low Fat,0.0266,Snack Foods,86.22,OUT035,2004,Small,Tier 2,Supermarket Type1,610.5386,Non-Perisable,Low Visibilty
FDC50,15.85,Low Fat,0,Canned,96.409,OUT035,2004,Small,Tier 2,Supermarket Type1,1237.7222,Non-Perisable,Unknown
FDT57,15.2,Low Fat,0.0319,Snack Foods,235.125,OUT010,1998,,Tier 3,Grocery Store,474.0496,Non-Perisable,Low Visibilty
DRE49,20.75,Low Fat,0.0213,Soft Drinks,150.502,OUT046,1997,Small,Tier 1,Supermarket Type1,2580.6408,Drinks,Low Visibilty
FDM40,10.2,Low Fat,0.1599,Frozen Foods,143.215,OUT046,1997,Small,Tier 1,Supermarket Type1,2552.6772,Non-Perisable,High Visibility
FDY32,7.61,Low Fat,0.1295,Fruits and Vegetables,164.021,OUT045,2002,,Tier 2,Supermarket Type1,3914.904,Perisable,High Visibility
FDW07,18,Regular,0.1427,Fruits and Vegetables,88.551,OUT046,1997,Small,Tier 1,Supermarket Type1,796.9626,Perisable,High Visibility
NCF18,18.35,Low Fat,0.0892,Household,191.35,OUT045,2002,,Tier 2,Supermarket Type1,3259.7568,Household,Low Visibilty
FDQ56,6.59,Low Fat,0.1058,Fruits and Vegetables,84.891,OUT049,1999,Medium,Tier 1,Supermarket Type1,1677.816,Perisable,High Visibility
FDN58,13.8,Regular,0.057,Snack Foods,230.098,OUT049,1999,Medium,Tier 1,Supermarket Type1,3707.1744,Non-Perisable,Low Visibilty
FDG35,21.2,Regular,0.007,Starchy Foods,173.574,OUT046,1997,Small,Tier 1,Supermarket Type1,2954.1546,Non-Perisable,Low Visibilty
FDY34,10.5,Regular,0.011,Snack Foods,166.484,OUT018,2009,Medium,Tier 3,Supermarket Type2,2652.5472,Non-Perisable,Low Visibilty
NCE19,8.97,Low Fat,0.0932,Household,52.796,OUT045,2002,,Tier 2,Supermarket Type1,1037.3164,Household,Low Visibilty
NCJ29,10.6,Low Fat,0.0353,Health and Hygiene,86.122,OUT045,2002,,Tier 2,Supermarket Type1,426.112,Household,Low Visibilty
FDT59,13.65,Low Fat,0.0159,Breads,231.167,OUT035,2004,Small,Tier 2,Supermarket Type1,6911.004,Perisable,Low Visibilty
NCX41,19,Low Fat,0.0177,Health and Hygiene,211.024,OUT046,1997,Small,Tier 1,Supermarket Type1,3811.0392,Household,Low Visibilty
FDF22,6.87,Low Fat,0.0569,Snack Foods,212.822,OUT049,1999,Medium,Tier 1,Supermarket Type1,5770.4886,Non-Perisable,Low Visibilty
FDM60,10.8,Regular,0.0481,Baking Goods,40.214,OUT046,1997,Small,Tier 1,Supermarket Type1,690.4346,Perisable,Low Visibilty
FDR02,16.7,Low Fat,0.022,Dairy,110.289,OUT013,1987,High,Tier 3,Supermarket Type1,1890.2062,Perisable,Low Visibilty
FDS48,15.15,Low Fat,0.0278,Baking Goods,150.171,OUT046,1997,Small,Tier 1,Supermarket Type1,1504.708,Perisable,Low Visibilty
NCZ42,10.5,Low Fat,0,Household,238.325,OUT010,1998,,Tier 3,Grocery Store,711.0744,Household,Unknown
FDZ38,17.6,Low Fat,0.008,Dairy,174.242,OUT018,2009,Medium,Tier 3,Supermarket Type2,4311.055,Perisable,Low Visibilty
FDH19,19.35,Low Fat,0.0331,Meat,175.474,OUT046,1997,Small,Tier 1,Supermarket Type1,521.3214,Perisable,Low Visibilty
NCB55,15.7,Low Fat,0.1607,Household,59.456,OUT046,1997,Small,Tier 1,Supermarket Type1,829.5868,Household,High Visibility
FDC15,18.1,Low Fat,0.179,Dairy,155.529,OUT017,2007,,Tier 2,Supermarket Type1,1571.288,Perisable,High Visibility
FDF11,10.2,Regular,0.0176,Starchy Foods,239.654,OUT035,2004,Small,Tier 2,Supermarket Type1,2403.538,Non-Perisable,Low Visibilty
FDB44,6.66,Low Fat,0.017,Fruits and Vegetables,211.059,OUT045,2002,,Tier 2,Supermarket Type1,844.2344,Perisable,Low Visibilty
NCC06,19,Low Fat,0.0271,Household,127.334,OUT017,2007,,Tier 2,Supermarket Type1,2940.1728,Household,Low Visibilty
FDR04,7.08,Low Fat,0.0378,Frozen Foods,98.007,OUT010,1998,,Tier 3,Grocery Store,291.6204,Non-Perisable,Low Visibilty
FDB17,13.15,Low Fat,0.0367,Frozen Foods,181.298,OUT045,2002,,Tier 2,Supermarket Type1,3259.7568,Non-Perisable,Low Visibilty
FDW43,20.1,Regular,0.0225,Fruits and Vegetables,226.804,OUT049,1999,Medium,Tier 1,Supermarket Type1,3415.554,Perisable,Low Visibilty
FDA27,20.35,Regular,0,Dairy,256.767,OUT018,2009,Medium,Tier 3,Supermarket Type2,5624.6784,Perisable,Unknown
NCU41,18.85,Low Fat,0.0521,Health and Hygiene,190.185,OUT049,1999,Medium,Tier 1,Supermarket Type1,6687.961,Household,Low Visibilty
FDY56,16.35,Regular,0.0625,Fruits and Vegetables,227.106,OUT049,1999,Medium,Tier 1,Supermarket Type1,5642.655,Perisable,Low Visibilty
FDV39,11.3,Low Fat,0.0073,Meat,196.243,OUT018,2009,Medium,Tier 3,Supermarket Type2,4943.565,Perisable,Low Visibilty
FDN32,17.5,Low Fat,0.0156,Fruits and Vegetables,182.627,OUT018,2009,Medium,Tier 3,Supermarket Type2,3135.2522,Perisable,Low Visibilty
FDW07,18,Regular,0.143,Fruits and Vegetables,87.451,OUT045,2002,,Tier 2,Supermarket Type1,796.9626,Perisable,High Visibility
FDZ27,7.94,Low Fat,0.0172,Dairy,51.535,OUT045,2002,,Tier 2,Supermarket Type1,848.895,Perisable,Low Visibilty
FDU01,20.25,Regular,0.012,Canned,184.592,OUT046,1997,Small,Tier 1,Supermarket Type1,4997.4948,Non-Perisable,Low Visibilty
FDF10,15.5,Regular,0.1572,Snack Foods,149.142,OUT049,1999,Medium,Tier 1,Supermarket Type1,588.5672,Non-Perisable,High Visibility
DRI13,15.35,Low Fat,0.0203,Soft Drinks,218.051,OUT013,1987,High,Tier 3,Supermarket Type1,3038.7112,Drinks,Low Visibilty
NCR05,10.1,Low Fat,0.0546,Health and Hygiene,200.208,OUT046,1997,Small,Tier 1,Supermarket Type1,1587.2672,Household,Low Visibilty
FDB29,16.7,Regular,0.0525,Frozen Foods,115.418,OUT045,2002,,Tier 2,Supermarket Type1,687.1056,Non-Perisable,Low Visibilty
FDL51,20.7,Regular,0.0476,Dairy,213.488,OUT049,1999,Medium,Tier 1,Supermarket Type1,1929.4884,Perisable,Low Visibilty
FDB11,16,Low Fat,0.0608,Starchy Foods,223.84,OUT013,1987,High,Tier 3,Supermarket Type1,3600.6464,Non-Perisable,Low Visibilty
FDI35,14,Low Fat,0.0413,Starchy Foods,180.763,OUT046,1997,Small,Tier 1,Supermarket Type1,2181.1608,Non-Perisable,Low Visibilty
FDX08,12.85,Low Fat,0.0226,Fruits and Vegetables,181.432,OUT046,1997,Small,Tier 1,Supermarket Type1,3428.2042,Perisable,Low Visibilty
FDP59,20.85,Regular,0.0566,Breads,105.665,OUT045,2002,,Tier 2,Supermarket Type1,623.1888,Perisable,Low Visibilty
NCJ18,12.35,Low Fat,0.1642,Household,120.512,OUT049,1999,Medium,Tier 1,Supermarket Type1,2133.2232,Household,High Visibility
FDJ41,6.85,Low Fat,0.023,Frozen Foods,261.659,OUT018,2009,Medium,Tier 3,Supermarket Type2,3401.5722,Non-Perisable,Low Visibilty
FDU08,10.3,Low Fat,0.0273,Fruits and Vegetables,101.004,OUT035,2004,Small,Tier 2,Supermarket Type1,1289.6546,Perisable,Low Visibilty
DRH15,8.78,Low Fat,0,Dairy,45.943,OUT013,1987,High,Tier 3,Supermarket Type1,790.9704,Perisable,Unknown
NCV17,18.85,Low Fat,0.0162,Health and Hygiene,129.263,OUT017,2007,,Tier 2,Supermarket Type1,3147.9024,Household,Low Visibilty
FDE24,14.85,Low Fat,0.0934,Baking Goods,141.081,OUT035,2004,Small,Tier 2,Supermarket Type1,1139.8496,Perisable,Low Visibilty
FDH53,20.5,Regular,0.0192,Frozen Foods,84.359,OUT046,1997,Small,Tier 1,Supermarket Type1,1816.3024,Non-Perisable,Low Visibilty
FDZ13,7.84,Regular,0.1541,Canned,51.935,OUT018,2009,Medium,Tier 3,Supermarket Type2,199.74,Non-Perisable,High Visibility
FDW28,18.25,Low Fat,0.089,Frozen Foods,196.745,OUT045,2002,,Tier 2,Supermarket Type1,978.726,Non-Perisable,Low Visibilty
FDU46,10.3,Regular,0.0111,Snack Foods,85.854,OUT013,1987,High,Tier 3,Supermarket Type1,2683.174,Non-Perisable,Low Visibilty
